loc_rowid,kepid,kepoi_name,kepler_name,Exo status,Orbital period,impact parameter,transit duration,radii(planet),orbit semi major,temperature,star temp,star radii,star mass
218,10904857,K00194.01,Kepler-488 b,CONFIRMED,3.120828136,0.784,2.1878,14.16,0.0428,1303,6122,0.996,1.07
219,11502867,K00195.01,Kepler-426 b,CONFIRMED,3.217518511,0.638,2.11481,11.38,0.041,1185,5720,0.903,0.882
220,9410930,K00196.01,Kepler-41 b,CONFIRMED,1.855557556,0.554,2.35672,10.05,0.0286,1436,5657,0.947,0.903
221,2987027,K00197.01,Kepler-489 b,CONFIRMED,17.27629668,0.085,3.94738,7.31,0.1209,538,4941,0.738,0.79
222,10666242,K00198.01,,FALSE POSITIVE,87.24250316,0.884,4.1206,15.86,0.3921,390,5671,0.955,1.054
223,10019708,K00199.01,Kepler-490 b,CONFIRMED,3.268695042,0.065,3.45188,16.91,0.0453,1597,5927,1.691,1.161
224,10019708,K00199.02,,FALSE POSITIVE,8.78458274,0.681,6.459,2.6,0.0876,1149,5927,1.691,1.161
225,6046540,K00200.01,Kepler-74 b,CONFIRMED,7.340714946,0.568,2.9987,14.31,0.0801,1155,6056,1.498,1.268
226,6849046,K00201.01,Kepler-491 b,CONFIRMED,4.225384543,0.074,2.82038,9,0.0516,1111,5574,1.054,1.025
227,7877496,K00202.01,Kepler-412 b,CONFIRMED,1.72086129,0.725,2.0243,13.25,0.0287,1647,5742,1.215,1.068
228,10619192,K00203.01,Kepler-17 b,CONFIRMED,1.485710994,0.105,2.2874,14.48,0.0257,1562,5624,1.018,1.021
229,9305831,K00204.01,Kepler-44 b,CONFIRMED,3.246732048,0.475,3.0535,12.4,0.0442,1459,5763,1.457,1.093
230,7046804,K00205.01,Kepler-492 b,CONFIRMED,11.720124,0.623,3.0039,7.94,0.0935,660,5215,0.77,0.792
231,5728139,K00206.01,Kepler-433 b,CONFIRMED,5.334082429,0.045,6.2226,13.08,0.0665,1495,6332,1.905,1.373
232,3762468,K00208.01,Kepler-493 b,CONFIRMED,3.003879547,0.338,3.2848,10.96,0.0439,1438,6311,1.172,1.253
233,10723750,K00209.01,Kepler-117 c,CONFIRMED,50.79034648,0.058,10.8474,10.6,0.2776,612,6163,1.406,1.102
234,10723750,K00209.02,Kepler-117 b,CONFIRMED,18.79591276,0.695,7.5235,7.39,0.1431,852,6163,1.406,1.102
235,10602291,K00210.01,,FALSE POSITIVE,20.92735802,0.991,3.4256,17.36,0.1498,735,6126,1.109,1.021
236,10656508,K00211.01,,CANDIDATE,124.0358994,0.075,4.8472,11.13,0.4947,413,5822,1.28,1.047
237,6300348,K00212.01,,CANDIDATE,5.69590202,0.049,3.5661,6.61,0.0627,1043,6106,0.94,1.013
238,9164836,K00213.01,,FALSE POSITIVE,48.11881255,1.079,5.27958,45.18,0.2549,490,6003,0.872,0.952
239,11046458,K00214.01,Kepler-424 b,CONFIRMED,3.311864148,0.905,1.4049,9.06,0.0437,1116,5461,0.937,1.012
240,12508335,K00215.01,,FALSE POSITIVE,42.94386258,1.285,3.7591,41.62,0.2238,520,5750,0.94,0.808
241,6152974,K00216.01,Kepler-118 c,CONFIRMED,20.17202467,0.334,3.1488,6.24,0.1353,564,5064,0.864,0.811
242,6152974,K00216.02,Kepler-118 b,CONFIRMED,7.51854537,0.13,2.845,1.42,0.0701,784,5064,0.864,0.811
243,9595827,K00217.01,Kepler-71 b,CONFIRMED,3.905081685,0.131,2.8213,12.78,0.0485,1046,5543,0.887,0.997
244,9838975,K00218.01,,FALSE POSITIVE,18.6928606,0.116,3.88584,14.81,0.124,528,5190,0.66,0.732
245,6305192,K00219.01,Kepler-494 b,CONFIRMED,8.025118521,0.454,5.3694,7.79,0.0804,1093,6002,1.369,1.073
246,7132798,K00220.01,Kepler-119 b,CONFIRMED,2.422084188,0.058,2.5613,3.55,0.0344,1213,5598,0.83,0.928
247,7132798,K00220.02,Kepler-119 c,CONFIRMED,4.12511935,0.253,2.877,0.88,0.049,1016,5598,0.83,0.928
248,3937519,K00221.01,Kepler-495 b,CONFIRMED,3.413036353,0.046,2.61366,6.62,0.0427,1200,5392,1.087,0.888
249,3937519,K00221.02,Kepler-495 c,CONFIRMED,5.89661966,0.039,3.154,1.28,0.0614,1000,5392,1.087,0.888
250,4249725,K00222.01,Kepler-120 b,CONFIRMED,6.312508525,0.029,2.7455,2,0.0561,575,4090,0.571,0.591
251,4249725,K00222.02,Kepler-120 c,CONFIRMED,12.7945474,0.18,3.4197,1.6,0.0899,455,4090,0.571,0.591
252,4545187,K00223.01,Kepler-121 b,CONFIRMED,3.177414601,0.786,1.5262,2.65,0.039,997,5303,0.708,0.785
253,4545187,K00223.02,Kepler-121 c,CONFIRMED,41.0081117,0.878,4.376,2.64,0.2144,425,5303,0.708,0.785
254,5547480,K00224.01,,FALSE POSITIVE,3.979867514,1.216,2.3607,26.5,0.0501,1173,6032,0.973,1.055
255,5801571,K00225.01,,FALSE POSITIVE,0.838597429,1.274,1.68668,44.67,0.0188,2278,6366,1.236,1.257
256,5959753,K00226.01,Kepler-496 b,CONFIRMED,8.30865307,0.333,3.2747,2.42,0.0747,747,5022,0.849,0.804
257,3847907,K00229.01,Kepler-497 b,CONFIRMED,3.573202801,0.053,2.88,5.81,0.0457,1210,5646,1.08,0.996
258,3862246,K00230.01,,FALSE POSITIVE,4.702495974,1.303,2.3421,37.24,0.0519,981,5408,0.878,0.842
259,4043443,K00231.01,,FALSE POSITIVE,119.8401019,1.269,3.6796,26.96,0.4267,255,4602,0.675,0.733
260,4833421,K00232.01,Kepler-122 c,CONFIRMED,12.46600444,0.209,5.0066,5.65,0.1051,897,6038,1.191,0.995
261,4833421,K00232.02,Kepler-122 b,CONFIRMED,5.766165573,0.017,3.8314,2.27,0.0629,1159,6038,1.191,0.995
262,4833421,K00232.03,Kepler-122 d,CONFIRMED,21.58752788,0.009,4.4968,2.18,0.1516,747,6038,1.191,0.995
263,4833421,K00232.04,Kepler-122 e,CONFIRMED,37.9962369,0.023,6.7751,2.39,0.221,618,6038,1.191,0.995
264,4833421,K00232.05,Kepler-122 f,CONFIRMED,56.2590881,0.026,8.114,2.22,0.287,543,6038,1.191,0.995
265,5023956,K00233.01,,FALSE POSITIVE,1.824649,0.901,4.2285,5.31,0.026,1508,6190,0.793,0.704
266,8491277,K00234.01,Kepler-498 b,CONFIRMED,9.61375316,0.604,4.654,3.27,0.0897,931,5997,1.11,1.037
267,8107225,K00235.01,Kepler-499 b,CONFIRMED,5.63252508,0.455,2.1448,2.04,0.0598,844,5216,0.804,0.896
268,8453211,K00236.01,,FALSE POSITIVE,5.77675928,1.272,6.789,32.77,0.0575,954,5544,0.875,0.761
269,8041216,K00237.01,Kepler-500 b,CONFIRMED,8.508333104,0.004,3.4559,2.6,0.0806,909,5767,1.03,0.963
270,7219825,K00238.01,Kepler-123 b,CONFIRMED,17.23232894,0.395,4.5568,2.79,0.1312,817,6086,1.216,1.013
271,7219825,K00238.02,Kepler-123 c,CONFIRMED,26.6951944,0.136,4.576,1.4,0.1757,706,6086,1.216,1.013
272,7219825,K00238.03,,CANDIDATE,362.97828,0.055,14.083,1.96,1.0009,296,6086,1.216,1.013
273,6383785,K00239.01,Kepler-501 b,CONFIRMED,5.640676975,0.033,2.8354,4.59,0.0627,1125,5794,1.216,1.032
274,6383785,K00239.02,Kepler-501 c,CONFIRMED,3.62275506,0.007,2.7868,1.62,0.0467,1304,5794,1.216,1.032
275,8026752,K00240.01,Kepler-502 b,CONFIRMED,4.286866229,0.757,4.4726,4.14,0.0535,1217,6228,1.049,1.107
276,11288051,K00241.01,Kepler-124 c,CONFIRMED,13.82142084,0.904,3.985,2.2,0.1005,560,4983,0.651,0.715
277,11288051,K00241.02,Kepler-124 d,CONFIRMED,30.9505927,0.958,5.394,1.51,0.1719,428,4983,0.651,0.715
278,11288051,K00241.03,Kepler-124 b,CONFIRMED,3.41045981,0.971,2.866,1.06,0.0395,892,4983,0.651,0.715
279,3642741,K00242.01,Kepler-503 b,FALSE POSITIVE,7.258450123,0.05,5.7297,5.53,0.0736,880,5638,0.92,1.006
280,9592579,K00243.01,,FALSE POSITIVE,2.637574744,0.909,5.4573,9.16,0.039,1385,6108,1.03,1.132
281,4349452,K00244.01,Kepler-25 c,CONFIRMED,12.72037026,0.787,2.7306,4.75,0.1101,934,6267,1.258,1.097
282,4349452,K00244.02,Kepler-25 b,CONFIRMED,6.238535444,0.008,3.5255,2.53,0.0685,1185,6267,1.258,1.097
283,8478994,K00245.01,Kepler-37 d,CONFIRMED,39.79220077,0.019,4.466,1.9,0.2144,458,5437,0.781,0.829
284,8478994,K00245.02,Kepler-37 c,CONFIRMED,21.30181863,0.086,3.8763,0.72,0.1413,564,5437,0.781,0.829
285,11295426,K00246.01,Kepler-68 b,CONFIRMED,5.398752862,0.015,3.4303,2.21,0.0602,1140,5790,1.198,0.997
286,11295426,K00246.02,Kepler-68 c,CONFIRMED,9.60505976,0.54,3.0063,0.91,0.0883,941,5790,1.198,0.997
287,11852982,K00247.01,Kepler-1712 b,CONFIRMED,13.81504449,0.868,2.3244,1.91,0.0903,391,3732,0.509,0.515
288,5364071,K00248.01,Kepler-49 b,CONFIRMED,7.203855862,0.037,2.5418,2.25,0.0595,509,3834,0.539,0.541
289,5364071,K00248.02,Kepler-49 c,CONFIRMED,10.91274065,0.685,2.1801,2.13,0.0785,443,3834,0.539,0.541
290,5364071,K00248.03,Kepler-49 d,CONFIRMED,2.576571021,0.187,1.5997,1.57,0.03,717,3834,0.539,0.541
291,5364071,K00248.04,Kepler-49 e,CONFIRMED,18.59611518,0.014,2.3052,1.53,0.112,371,3834,0.539,0.541
292,9390653,K00249.01,Kepler-504 b,CONFIRMED,9.549277089,0.068,1.5832,1.57,0.0646,374,3547,0.369,0.396
293,9757613,K00250.01,Kepler-26 b,CONFIRMED,12.28299829,0.047,2.7096,2.83,0.0847,431,3879,0.537,0.537
294,9757613,K00250.02,Kepler-26 c,CONFIRMED,17.25121397,0.749,2.0371,2.64,0.1063,385,3879,0.537,0.537
295,9757613,K00250.03,Kepler-26 d,CONFIRMED,3.543919702,0.022,1.8717,1.21,0.037,652,3879,0.537,0.537
296,9757613,K00250.04,Kepler-26 e,CONFIRMED,46.82767725,0.393,1.9033,2.13,0.2068,276,3879,0.537,0.537
297,10489206,K00251.01,Kepler-125 b,CONFIRMED,4.164384505,0.59,1.8464,2.54,0.0411,590,3808,0.508,0.534
298,10489206,K00251.02,Kepler-125 c,CONFIRMED,5.77440326,0.425,1.768,0.8,0.0511,529,3808,0.508,0.534
299,11187837,K00252.01,Kepler-1663 b,CONFIRMED,17.60461401,0.715,3.716,2.64,0.1072,362,3744,0.516,0.529
300,11752906,K00253.01,Kepler-2000 b,CONFIRMED,6.383159135,0.197,1.7504,2.73,0.0562,530,3757,0.576,0.581
301,11752906,K00253.02,Kepler-2000 c,CONFIRMED,20.6180348,0.155,3.267,1.57,0.1228,359,3757,0.576,0.581
302,5794240,K00254.01,Kepler-45 b,CONFIRMED,2.455240626,0.144,1.72722,10.6,0.0298,730,3793,0.568,0.587
303,7021681,K00255.01,Kepler-505 b,CONFIRMED,27.52194772,0.35,4.047,2.47,0.1445,314,3780,0.511,0.531
304,7021681,K00255.02,,CANDIDATE,13.6032081,0.777,2.592,0.75,0.0903,397,3780,0.511,0.531
305,7021681,K00255.03,,FALSE POSITIVE,7.7333361,0.084,2.807,0.57,0.062,479,3780,0.511,0.531
306,11548140,K00256.01,,FALSE POSITIVE,1.378649746,0.099,1.2232,6.51,0.0188,734,3440,0.439,0.465
307,5514383,K00257.01,Kepler-506 b,CONFIRMED,6.88341278,0.083,2.0674,2.63,0.075,1080,6139,1.193,1.19
308,11231334,K00258.01,,FALSE POSITIVE,4.15743922,1.242,9.572,96.99,0.0595,2089,6529,3.131,1.623
309,5790807,K00259.01,,FALSE POSITIVE,79.99623328,0.594,6.3339,40.73,0.4352,717,6796,2.49,1.715
310,8292840,K00260.01,Kepler-126 b,CONFIRMED,10.49566303,0.16,4.7356,1.34,0.0958,1009,6214,1.297,1.059
311,8292840,K00260.02,Kepler-126 d,CONFIRMED,100.2830675,0.535,10.8636,2.51,0.4312,475,6214,1.297,1.059
312,8292840,K00260.03,Kepler-126 c,CONFIRMED,21.86965714,0.557,5.5177,1.51,0.1562,790,6214,1.297,1.059
313,5383248,K00261.01,Kepler-96 b,CONFIRMED,16.23847733,0.766,3.9699,2.76,0.1235,711,5683,0.993,0.951
314,11807274,K00262.01,Kepler-50 b,CONFIRMED,7.81285862,0.03,4.098,1.68,0.0817,1196,6237,1.543,1.187
315,11807274,K00262.02,Kepler-50 c,CONFIRMED,9.37663713,0.828,2.1033,1.89,0.0922,1125,6237,1.543,1.187
316,10514430,K00263.01,,FALSE POSITIVE,20.71927223,0.744,4.0388,2.51,0.1475,818,5729,1.545,0.994
317,3097346,K00264.01,,FALSE POSITIVE,4.029810359,0.45,3.3316,1.77,0.0516,1479,5929,1.651,1.127
318,12024120,K00265.01,Kepler-507 b,CONFIRMED,3.568099612,0.531,3.2131,1.36,0.0473,1407,6007,1.334,1.107
319,7375348,K00266.01,Kepler-508 b,CONFIRMED,25.30893566,0.799,5.7704,1.77,0.1763,710,5949,1.292,1.14
320,7375348,K00266.02,,CANDIDATE,47.7439509,0.977,2.99,1.74,0.2691,575,5949,1.292,1.14
321,3425851,K00268.01,,CANDIDATE,110.3783828,0.014,12.211,3.02,0.4756,473,6342,1.359,1.175
322,7670943,K00269.01,Kepler-1713 b,CONFIRMED,18.01164974,0.924,6.7367,1.83,0.1469,900,6477,1.459,1.3
323,6528464,K00270.01,Kepler-449 b,CONFIRMED,12.58229808,0.044,6.375,1.53,0.1027,917,5587,1.423,0.911
324,6528464,K00270.02,Kepler-449 c,CONFIRMED,33.67280658,0.309,8.2267,1.86,0.1979,661,5587,1.423,0.911
325,9451706,K00271.01,Kepler-127 d,CONFIRMED,48.6303805,0.034,7.0805,2.48,0.2791,590,6075,1.352,1.225
326,9451706,K00271.02,Kepler-127 c,CONFIRMED,29.39337161,0.512,7.0445,2.5,0.1995,698,6075,1.352,1.225
327,9451706,K00271.03,Kepler-127 b,CONFIRMED,14.4359459,0.613,3.414,1.46,0.1242,884,6075,1.352,1.225
328,5716763,K00272.01,,FALSE POSITIVE,1.28132831,0.926,0.9157,4.52,0.0222,2215,5918,1.596,0.881
329,3102384,K00273.01,Kepler-454 b,CONFIRMED,10.57375145,0.785,1.7259,2.07,0.0964,844,5720,1.08,1.067
330,8077137,K00274.01,Kepler-128 b,CONFIRMED,15.0896415,0.02,4.3349,1.42,0.1231,968,6063,1.613,1.092
331,8077137,K00274.02,Kepler-128 c,CONFIRMED,22.8030252,0.291,4.768,1.29,0.1622,843,6063,1.613,1.092
332,10586004,K00275.01,Kepler-129 b,CONFIRMED,15.79196594,0.032,7.2772,2.4,0.1328,910,5758,1.704,1.251
333,10586004,K00275.02,Kepler-129 c,CONFIRMED,82.2001239,0.001,10.627,2.57,0.3988,525,5758,1.704,1.251
334,11133306,K00276.01,Kepler-509 b,CONFIRMED,41.74598855,0.049,4.6125,2.4,0.2384,584,5978,1.171,1.034
335,11401755,K00277.01,Kepler-36 c,CONFIRMED,16.23191704,0.017,7.461,3.54,0.1259,926,5919,1.585,1.009
336,11401755,K00277.02,Kepler-36 b,CONFIRMED,13.84984567,0.012,7.2783,1.45,0.1133,977,5919,1.585,1.009
337,12314973,K00279.01,Kepler-450 b,CONFIRMED,28.45489091,0.5,8.1593,6.08,0.1993,769,6206,1.573,1.305
338,12314973,K00279.02,Kepler-450 c,CONFIRMED,15.4130812,0.372,6.6358,2.59,0.1324,944,6206,1.573,1.305
339,12314973,K00279.03,Kepler-450 d,CONFIRMED,7.5143967,0.399,4.865,0.96,0.082,1199,6206,1.573,1.305
340,4141376,K00280.01,Kepler-1655 b,CONFIRMED,11.87290814,0.904,2.5342,2.25,0.1025,863,6147,1.04,1.014
341,4143755,K00281.01,Kepler-510 b,CONFIRMED,19.55662003,0.606,8.087,2.45,0.134,797,5671,1.36,0.839
342,5088536,K00282.01,Kepler-130 c,CONFIRMED,27.50871575,0.577,5.9291,2.98,0.1754,663,5903,1.137,0.95
343,5088536,K00282.02,Kepler-130 b,CONFIRMED,8.45744892,0.494,3.2893,1.02,0.0799,982,5903,1.137,0.95
344,5088536,K00282.03,Kepler-130 d,CONFIRMED,87.5177787,0.983,2.55,1.85,0.3794,451,5903,1.137,0.95
345,5695396,K00283.01,Kepler-131 b,CONFIRMED,16.09196369,0.546,2.8943,2.13,0.1238,718,5680,1.016,0.978
346,5695396,K00283.02,Kepler-131 c,CONFIRMED,25.5172744,0.322,4.735,0.83,0.1684,615,5680,1.016,0.978
347,6021275,K00284.01,Kepler-132 d,CONFIRMED,18.01019956,0.966,3.516,1.93,0.1312,758,5931,1.101,0.929
348,6021275,K00284.02,Kepler-132 c,CONFIRMED,6.41491277,0.869,3.3629,1.4,0.0659,1069,5931,1.101,0.929
349,6021275,K00284.03,Kepler-132 b,CONFIRMED,6.17817366,0.775,3.2601,1.22,0.0643,1082,5931,1.101,0.929
350,6021275,K00284.04,Kepler-132 e,CONFIRMED,110.2867031,0.675,4.427,1.41,0.4393,414,5931,1.101,0.929
351,6196457,K00285.01,Kepler-92 b,CONFIRMED,13.74883059,0.658,6.0968,3.63,0.1174,975,5862,1.67,1.142
352,6196457,K00285.02,Kepler-92 c,CONFIRMED,26.723169,0.035,8.501,2.31,0.1829,781,5862,1.67,1.142
353,6196457,K00285.03,Kepler-92 d,CONFIRMED,49.3567907,0.277,10.954,1.91,0.2754,637,5862,1.67,1.142
354,8258171,K00286.01,,FALSE POSITIVE,23.6272223,0.711,7.9,3.84,0.2096,1358,8308,2.879,2.197
355,8703887,K00287.01,,FALSE POSITIVE,14.17097278,0.579,3.7316,20.88,0.1402,1288,8347,1.715,1.826
356,9592705,K00288.01,Kepler-1714 b,CONFIRMED,10.27532513,0.315,6.3093,3.04,0.1047,1211,6150,2.086,1.448
357,10386922,K00289.01,Kepler-511 c,CONFIRMED,26.62941953,0.015,7.8709,3.13,0.1722,742,5866,1.417,0.958
358,10386922,K00289.02,Kepler-511 b,CONFIRMED,296.6375817,0.429,16.425,7.56,0.8589,332,5866,1.417,0.958
359,10488450,K00290.01,,FALSE POSITIVE,2.683395376,0.763,1.8592,2.55,0.0416,1860,6958,1.529,1.344
360,10933561,K00291.01,Kepler-133 c,CONFIRMED,31.51779463,0.561,7.634,2.72,0.1951,663,5611,1.4,0.995
361,10933561,K00291.02,Kepler-133 b,CONFIRMED,8.12999858,0.896,2.1492,2.04,0.0791,1041,5611,1.4,0.995
362,11075737,K00292.01,Kepler-97 b,CONFIRMED,2.586639524,0.349,2.253,1.44,0.0356,1328,5780,0.966,0.899
363,11200415,K00293.01,,FALSE POSITIVE,4.63958598,0.014,2.768,1.52,0.0553,1587,6591,1.646,1.045
364,11259686,K00294.01,Kepler-512 b,CONFIRMED,34.4359387,0.017,5.82,2.78,0.2194,652,5929,1.363,1.185
365,11547513,K00295.01,Kepler-134 b,CONFIRMED,5.317440164,0.72,2.9331,1.94,0.059,1105,5923,1.054,0.966
366,11547513,K00295.02,Kepler-134 c,CONFIRMED,10.10575764,0.828,2.0138,1.28,0.0905,892,5923,1.054,0.966
367,11802615,K00296.01,Kepler-513 b,CONFIRMED,28.86236571,0.778,5.4033,2.53,0.1789,623,5725,1.088,0.915
368,11905011,K00297.01,Kepler-514 b,CONFIRMED,5.65178922,0.906,3.0933,2.03,0.0676,1248,6085,1.463,1.29
369,12785320,K00298.01,Kepler-515 b,CONFIRMED,19.96367208,0.846,2.6403,1.5,0.1333,564,5250,0.79,0.79
370,12785320,K00298.02,,CANDIDATE,57.3840375,0.954,4.336,1.62,0.2694,397,5250,0.79,0.79
371,2692377,K00299.01,Kepler-98 b,CONFIRMED,1.541676547,0.362,1.9118,1.88,0.0256,1592,5533,1.089,0.94
372,3438975,K00300.01,,FALSE POSITIVE,2.976020742,0.721,3.73,2.07,0.0408,1740,5947,1.796,1.023
373,3642289,K00301.01,Kepler-135 b,CONFIRMED,6.002548291,0.914,4.1628,2.33,0.0697,1209,6204,1.36,1.257
374,3642289,K00301.02,Kepler-135 c,CONFIRMED,11.44865823,0.824,4.953,1.32,0.1072,975,6204,1.36,1.257
375,3662838,K00302.01,Kepler-516 b,CONFIRMED,24.85466504,0.746,9.182,7.61,0.1992,1095,6967,2.527,1.7
376,5966322,K00303.01,Kepler-517 b,CONFIRMED,60.92818866,0.009,6.3336,2.78,0.2897,467,5638,1.023,0.871
377,6029239,K00304.01,Kepler-518 b,CONFIRMED,8.512037736,0.005,2.1861,2.14,0.081,839,5767,0.881,0.979
378,6029239,K00304.02,,CANDIDATE,5.518195,0.243,1.81,0.46,0.0607,969,5767,0.881,0.979
379,6063220,K00305.01,Kepler-99 b,CONFIRMED,4.603575293,0.246,2.3499,1.51,0.0503,810,4783,0.741,0.805
380,6071903,K00306.01,Kepler-519 b,CONFIRMED,24.30784323,0.425,2.6054,2.14,0.1594,532,5313,0.82,0.913
381,6289257,K00307.01,Kepler-520 b,CONFIRMED,19.67409703,0.914,3.7535,1.78,0.144,711,6023,1.031,1.027
382,6289257,K00307.02,Kepler-520 c,CONFIRMED,5.21104597,0.833,3.3447,1.18,0.0594,1107,6023,1.031,1.027
383,6291837,K00308.01,Kepler-1715 b,CONFIRMED,35.5969684,0.895,6.691,3.72,0.2178,646,6212,1.209,1.082
384,7024222,K00309.01,,FALSE POSITIVE,1.633107509,0.35,1.491,0.53,0.0238,1083,4579,0.684,0.672
385,7050989,K00312.01,Kepler-136 b,CONFIRMED,11.57890926,0.359,2.7207,2.06,0.1062,951,6156,1.303,1.193
386,7050989,K00312.02,Kepler-136 c,CONFIRMED,16.39926461,0.115,3.4108,1.94,0.134,847,6156,1.303,1.193
387,7419318,K00313.01,Kepler-137 c,CONFIRMED,18.73577127,0.785,3.0356,2.1,0.1289,568,5188,0.795,0.814
388,7419318,K00313.02,Kepler-137 b,CONFIRMED,8.43639829,0.51,3.2451,1.5,0.0757,742,5188,0.795,0.814
389,7603200,K00314.01,Kepler-138 c,CONFIRMED,13.78109471,0.545,2.3188,1.42,0.0896,402,3846,0.503,0.505
390,7603200,K00314.02,Kepler-138 d,CONFIRMED,23.08902241,0.32,1.7012,1.24,0.1264,338,3846,0.503,0.505
391,7603200,K00314.03,Kepler-138 b,CONFIRMED,10.31282204,0.061,2.0138,0.59,0.0739,443,3846,0.503,0.505
392,7700622,K00315.01,Kepler-1716 b,CONFIRMED,35.58349688,0.001,3.9885,2.03,0.1916,408,4894,0.684,0.753
393,8008067,K00316.01,Kepler-139 b,CONFIRMED,15.77111067,0.009,5.0574,2.62,0.1242,752,5620,1.143,1.025
394,8008067,K00316.02,Kepler-139 c,CONFIRMED,157.0659976,0.004,8.1289,2.63,0.5749,350,5620,1.143,1.025
395,8008067,K00316.03,,CANDIDATE,7.305706326,0.826,1.4228,2.11,0.0744,972,5620,1.143,1.025
396,8121310,K00317.01,Kepler-521 b,CONFIRMED,22.20809549,0.017,7.3327,3.02,0.1699,803,6336,1.403,1.324
397,8121310,K00317.02,,CANDIDATE,11.505879,0.029,5.583,0.99,0.1096,1000,6336,1.403,1.324
398,8156120,K00318.01,Kepler-522 b,CONFIRMED,38.5833679,0.905,12.391,8.56,0.2551,761,6273,1.927,1.486
399,8684730,K00319.01,,CANDIDATE,46.15119482,0.904,6.3427,10.02,0.2668,703,5877,1.963,1.187
400,8700558,K00320.01,,FALSE POSITIVE,4.79179893,1.209,2.9283,26.26,0.0581,1249,6499,1.103,1.135
401,8753657,K00321.01,Kepler-406 b,CONFIRMED,2.426304127,0.694,2.6624,1.41,0.0359,1302,5678,0.97,1.043
402,8753657,K00321.02,Kepler-406 c,CONFIRMED,4.62334491,0.388,3.0189,0.77,0.0552,1050,5678,0.97,1.043
403,8948424,K00322.01,,FALSE POSITIVE,5.888835386,6.217,3.7988,584.67,0.064,1008,5780,1,1
404,9139084,K00323.01,Kepler-523 b,CONFIRMED,5.83599485,0.129,2.062,1.92,0.0606,884,5423,0.828,0.872
405,9641041,K00324.01,,FALSE POSITIVE,1.089077863,0.778,2.4676,1.96,0.0214,2359,6280,1.551,1.1
406,9724984,K00325.01,,FALSE POSITIVE,7.86335883,0.995,3.4303,7.84,0.0856,1195,5731,1.913,1.351
407,9880467,K00326.01,,CANDIDATE,8.97349999,0.56,3.1408,36,0.0991,2262,4751,11.536,1.606
408,9880467,K00326.02,,CANDIDATE,108.546946,0.055,7.567,29.67,0.522,985,4751,11.536,1.606
409,9881662,K00327.01,Kepler-140 b,CONFIRMED,3.254277742,0.303,2.9903,1.38,0.0443,1301,5945,1.089,1.092
410,9881662,K00327.02,Kepler-140 c,CONFIRMED,91.3514816,0.008,8.707,1.57,0.409,428,5945,1.089,1.092
411,9895004,K00328.01,,FALSE POSITIVE,2.250826647,1.221,1.536,30.03,0.0328,1489,5779,1.119,0.928
412,10031885,K00329.01,,FALSE POSITIVE,8.58969597,1.197,8.471,20.8,0.0817,882,6024,0.9,0.985
413,11361646,K00330.01,Kepler-524 b,CONFIRMED,7.97420583,0.128,5.3503,1.85,0.0791,974,5973,1.081,1.036
414,11361646,K00330.02,Kepler-524 c,CONFIRMED,1.88899036,0.011,3.486,0.83,0.0303,1574,5973,1.081,1.036
415,10285631,K00331.01,Kepler-525 b,CONFIRMED,18.68405716,0.858,6.9329,3.64,0.1396,832,5548,1.614,1.038
416,10285631,K00331.02,,CANDIDATE,10.52286678,1.12,1.911,23.26,0.0952,1008,5548,1.614,1.038
417,10290666,K00332.01,Kepler-526 b,CONFIRMED,5.45849914,0.65,4.0448,1.91,0.064,1099,5914,1.135,1.172
418,10290666,K00332.02,,CANDIDATE,6.86674226,0.405,4.216,0.79,0.0745,1018,5914,1.135,1.172
419,10337258,K00333.01,Kepler-527 b,CONFIRMED,13.28536452,0.774,6.283,4.03,0.1179,1157,6534,1.9,1.238
420,10383687,K00334.01,,FALSE POSITIVE,8.4879444,0.752,3.224,1.23,0.0809,969,6134,1.039,0.98
421,10470206,K00335.01,,FALSE POSITIVE,46.56675437,0.87,7.831,5.25,0.2763,708,6629,1.619,1.302
422,10518725,K00336.01,,FALSE POSITIVE,19.5148412,0.742,3.096,2.8,0.1695,1200,7004,2.556,1.7
423,10545066,K00337.01,Kepler-528 b,CONFIRMED,19.7830259,0.015,5.4898,2.1,0.1409,708,5747,1.099,0.953
424,10552611,K00338.01,Kepler-141 c,CONFIRMED,7.0106324,0.683,3.0688,1.5,0.0672,738,4908,0.782,0.824
425,10552611,K00338.02,Kepler-141 b,CONFIRMED,3.10762684,0.7,2.361,0.73,0.0391,968,4908,0.782,0.824
426,10587105,K00339.01,Kepler-529 b,CONFIRMED,1.980356674,0.713,2.4743,2.1,0.0309,1662,6078,1.189,1.005
427,10587105,K00339.02,Kepler-529 c,CONFIRMED,12.8344771,0.956,3.846,2.55,0.1075,891,6078,1.189,1.005
428,10587105,K00339.03,Kepler-529 d,CONFIRMED,35.8656484,0.963,8.035,2.44,0.2134,633,6078,1.189,1.005
429,10616571,K00340.01,,FALSE POSITIVE,23.6731242,0.21,14.3948,17.74,0.1667,676,5769,1.177,1.1
430,10878263,K00341.01,Kepler-414 c,CONFIRMED,7.170710381,0.188,2.9225,2.73,0.0699,890,5497,0.941,0.884
431,10878263,K00341.02,Kepler-414 b,CONFIRMED,4.699652821,0.135,2.553,1.74,0.0527,1024,5497,0.941,0.884
432,10982872,K00343.01,Kepler-142 c,CONFIRMED,4.761705895,0.384,3.3061,2.75,0.0555,1201,5794,1.225,1.004
